power_output_kw,hour,day_of_week,duration_mins
22.0,14,4,147.20464464999998
50.0,11,5,33.15466815
50.0,18,6,53.548993366666664
150.0,12,3,32.70827568333333
120.0,11,1,26.727661666666666
150.0,13,1,24.16085045
50.0,18,2,45.872461599999994
50.0,17,0,37.84857041666667
50.0,9,2,41.93135936666667
50.0,11,6,56.14549431666667
50.0,20,4,60.46835456666667
60.0,19,1,41.0648613
50.0,12,5,32.951519616666666
30.0,14,1,196.32510215
50.0,14,1,61.592959400000005
50.0,20,4,48.05682856666667
60.0,18,3,61.705012116666666
15.0,17,4,148.56805988333332
50.0,11,2,43.93784195
60.0,19,2,51.09175696666667
30.0,20,2,176.08826675
50.0,19,2,35.51268373333333
30.0,12,5,172.69551653333335
120.0,13,5,31.50472535
60.0,13,2,38.46082513333333
50.0,15,3,48.78417623333333
22.0,17,1,158.5482839
60.0,18,4,48.34813165
150.0,22,1,27.866182
7.2,12,4,161.86188945
65.0,19,4,48.73032968333334
22.0,17,1,140.5668269
7.2,11,1,205.47615711666668
50.0,8,5,59.90701026666667
7.2,18,3,186.8821227166667
15.0,8,6,152.8860897666667
15.0,13,4,173.50771771666666
60.0,18,5,33.23623988333333
30.0,18,5,129.23424409999998
50.0,19,0,49.1291215
15.0,15,1,191.10494281666666
30.0,17,0,174.8784942
50.0,16,6,34.8982708
50.0,11,6,41.083738000000004
50.0,18,6,45.21366941666667
22.0,16,2,207.29615543333333
60.0,12,3,62.213726449999996
50.0,19,2,62.219164066666664
50.0,11,4,43.84538323333334
50.0,11,5,53.523852866666665
30.0,19,1,215.98377031666666
50.0,20,1,33.04440521666667
150.0,12,1,29.028530550000003
120.0,17,6,19.237029333333332
50.0,20,6,40.69282356666667
7.2,11,5,187.50303196666667
50.0,17,2,61.426939616666665
50.0,20,1,52.41880508333334
50.0,12,3,48.305187700000005
11.0,12,6,147.44692115
50.0,14,6,64.92254906666668
60.0,13,2,33.34519518333333
7.2,18,5,135.63224743333333
50.0,21,1,58.4461482
60.0,10,5,48.403492033333336
50.0,14,0,64.39326224999999
7.2,9,0,216.64261296666666
50.0,15,1,63.204435600000004
22.0,15,5,235.36527376666666
60.0,12,6,45.19701346666667
150.0,17,6,22.4204105
60.0,9,2,58.01576178333333
50.0,19,5,49.83078745
7.2,18,0,194.4274267
50.0,17,6,36.96884203333333
50.0,17,3,34.63099318333333
30.0,19,1,196.66406633333332
22.0,11,6,109.19162095
120.0,17,5,34.73298511666667
50.0,8,5,55.67611343333333
50.0,9,5,52.7689133
7.2,9,6,206.69383748333334
30.0,17,6,191.51497980000002
60.0,11,5,53.74375976666667
7.2,12,0,98.18491728333333
120.0,20,3,25.1667548
50.0,18,5,43.75137715
60.0,17,1,43.46319235
50.0,9,4,49.679807399999994
22.0,20,4,207.64607593333332
30.0,17,1,96.09513495
150.0,17,5,19.368905716666667
7.2,21,4,91.09958793333334
30.0,20,0,99.48563861666666
7.2,8,6,90.75447586666668
15.0,20,3,182.92736656666665
120.0,8,5,18.928638583333335
150.0,17,2,17.80741385
65.0,11,0,38.805524350000006
120.0,18,6,27.590808499999998
7.2,9,3,147.81928241666668
150.0,12,5,31.743810283333335
50.0,18,2,36.25518591666666
50.0,18,2,51.488795683333336
60.0,17,1,59.04176808333333
30.0,13,2,100.13313910000001
50.0,13,2,57.262846816666666
30.0,13,0,91.77299678333334
120.0,18,0,18.532145533333335
50.0,17,1,47.865558400000005
30.0,14,4,199.16586246666665
50.0,19,4,62.720015
60.0,8,6,40.25229145
7.2,9,4,92.90930958333334
60.0,20,6,38.71368261666667
120.0,13,0,26.62154045
120.0,20,2,25.854681533333334
60.0,21,5,41.2910014
120.0,19,4,16.16600048333333
15.0,13,3,230.02799543333333
50.0,15,1,47.8945021
7.2,17,2,212.57125499999998
60.0,18,6,46.832287566666665
15.0,10,3,232.34113725
50.0,22,1,39.49586326666667
15.0,13,6,183.86885455
7.2,20,0,236.36653636666668
50.0,19,4,42.57414671666667
50.0,10,5,62.869869666666666
60.0,19,6,36.29199871666666
7.2,20,2,174.82373678333335
120.0,18,1,31.505050100000002
50.0,18,1,34.27081305
50.0,20,4,30.839537916666664
60.0,13,0,46.12162776666666
50.0,11,2,60.69670565
22.0,8,2,229.8506016
50.0,17,0,32.4935005
50.0,17,2,52.55465135
50.0,9,0,38.52918713333334
15.0,13,1,122.64176601666666
120.0,17,4,17.193966333333332
30.0,12,6,153.85562563333332
50.0,11,2,46.53580503333333
50.0,18,6,47.695863833333334
50.0,18,1,59.464156233333334
7.2,21,2,210.34745413333334
50.0,10,2,52.97381201666667
22.0,12,1,205.30609850000002
120.0,11,1,17.424073
50.0,21,5,43.60686366666666
60.0,18,1,45.96646075
7.2,12,6,208.65784434999998
15.0,12,2,237.99052871666666
30.0,17,5,138.89584715
50.0,10,6,42.025160283333335
30.0,18,2,104.69988053333333
120.0,18,3,33.92190986666667
50.0,12,3,44.80251938333333
50.0,17,1,40.260930466666665
120.0,11,1,17.9667667
60.0,9,4,41.207627583333334
50.0,18,3,48.8444303
50.0,8,6,50.92774975
15.0,12,6,133.153355
50.0,14,5,48.536431549999996
120.0,18,5,29.250942549999998
50.0,9,5,45.09366155
30.0,18,1,115.76601941666667
11.0,19,6,156.59338051666666
30.0,11,1,177.2877936
50.0,18,1,37.067611400000004
50.0,17,6,47.7339767
60.0,17,6,49.881729166666666
11.0,18,6,216.6280326
50.0,16,0,45.180356966666665
60.0,13,1,34.77507201666666
30.0,21,3,139.39288665
50.0,11,1,57.60809486666667
22.0,8,0,153.35489996666666
30.0,18,4,221.02587655
50.0,13,1,62.19961671666667
120.0,8,2,28.737048983333334
60.0,12,0,48.564833033333336
50.0,19,5,47.3218772
50.0,20,5,50.66184741666667
60.0,19,3,60.293042883333335
7.2,11,4,191.4660048
50.0,18,2,59.501843816666664
120.0,12,0,22.21457566666667
50.0,19,3,49.93006616666666
50.0,21,1,35.646670283333336
30.0,16,5,135.54778401666667
11.0,18,2,106.63962674999999
50.0,19,6,53.274833916666665
15.0,19,0,235.89917208333333
7.2,20,3,136.83786204999998
11.0,8,0,132.68032424999998
60.0,11,2,58.83341406666667
7.2,21,6,122.33721835
120.0,17,0,16.770597833333333
50.0,17,0,41.898479433333335
15.0,13,1,202.8584968
50.0,19,5,58.44253011666667
22.0,19,0,157.90771216666664
30.0,17,6,205.19487665
50.0,17,5,49.79974666666667
60.0,19,3,31.521263616666666
7.2,11,5,209.11666791666667
30.0,19,1,221.99072511666665
50.0,11,2,51.11653213333333
50.0,19,4,38.05959035
50.0,19,0,43.262296533333334
22.0,8,3,209.34178801666667
150.0,22,1,26.427407733333332
30.0,13,3,140.06367623333333
60.0,20,6,55.2878623
120.0,18,0,27.060055716666668
50.0,11,4,64.63582931666666
50.0,17,3,54.51107888333333
50.0,20,4,44.35336236666667
50.0,17,3,43.67973258333333
60.0,13,2,53.41323095
50.0,11,1,54.938588800000005
50.0,18,6,56.50360103333333
150.0,17,1,19.448881083333333
60.0,10,4,43.93855656666666
22.0,20,0,145.97173465
30.0,20,4,127.1122203
120.0,21,1,29.965805016666664
120.0,20,0,16.714141283333333
15.0,22,6,236.2957591
150.0,17,2,23.558325616666664
60.0,18,5,41.427527833333336
50.0,18,4,36.58547301666667
50.0,17,2,54.603838333333336
50.0,19,0,56.51999648333333
22.0,12,0,191.91678983333335
30.0,20,6,163.38276615
50.0,17,1,61.416080433333335
7.2,12,4,180.92582003333334
50.0,13,2,53.006131849999996
30.0,8,6,169.34401781666665
30.0,22,5,237.93694133333332
150.0,18,4,15.27800525
15.0,19,3,218.67092428333333
50.0,11,2,30.241865816666667
60.0,19,2,57.993703
60.0,18,5,54.726131466666665
50.0,13,2,36.36130685
60.0,20,1,60.94144808333333
50.0,8,6,40.13797246666666
50.0,19,2,31.368173633333335
60.0,8,0,50.414142516666665
50.0,17,5,38.58388421666667
60.0,20,5,31.95564273333333
50.0,14,6,61.34552718333334
22.0,12,3,131.77142136666666
50.0,19,0,49.54310638333333
50.0,23,2,59.08737975
120.0,17,0,34.55852566666667
30.0,20,3,185.75834415
50.0,9,0,32.75635008333333
50.0,11,6,63.913149149999995
120.0,18,5,16.669810966666667
7.2,19,0,201.19271421666664
50.0,13,1,31.8809799
150.0,18,3,17.272137516666664
50.0,19,3,48.986345566666664
7.2,20,0,133.48566888333332
120.0,15,1,31.4006878
7.2,18,4,91.73071841666666
50.0,9,6,61.3111676
50.0,17,0,51.2138771
22.0,9,5,209.11492891666666
15.0,8,6,111.7559514
50.0,17,2,41.44061658333333
60.0,14,5,62.819631449999996
30.0,13,6,202.95522405
50.0,18,2,56.65608863333333
120.0,18,4,16.68133531666667
7.2,20,5,148.93281375
30.0,20,5,91.46008125
15.0,10,1,162.65322593333335
30.0,21,5,118.58589966666666
15.0,10,3,221.80831441666666
50.0,12,6,32.995927449999996
50.0,11,0,53.452773099999995
50.0,11,2,51.82823728333334
15.0,17,0,133.50542831666667
120.0,13,4,22.81248651666667
120.0,15,2,28.586445516666668
150.0,13,5,16.720365966666666
50.0,9,2,47.45492851666667
7.2,12,1,228.62613933333333
50.0,8,3,51.28486135
50.0,17,5,45.349455899999995
50.0,13,5,37.12442273333333
22.0,18,0,135.77221091666667
11.0,19,0,209.93833856666666
50.0,11,2,45.415383066666664
50.0,21,4,37.141467049999996
50.0,12,4,35.25261401666667
150.0,19,4,22.039692183333333
120.0,12,1,29.857079849999998
50.0,15,3,55.3297613
50.0,13,5,39.738967933333335
11.0,19,4,199.81341278333332
50.0,14,5,53.13956495
22.0,20,0,233.15028321666665
7.2,19,2,122.26592603333333
150.0,16,2,30.32025881666667
50.0,9,1,52.93465855
22.0,15,3,162.50242786666666
50.0,13,5,38.135041533333336
50.0,13,1,31.367168166666666
50.0,21,5,59.029280549999996
50.0,19,5,33.6041699
50.0,12,2,40.58954125
120.0,19,6,32.52589673333333
50.0,18,1,52.664197316666666
120.0,11,0,31.754333483333333
22.0,13,2,146.17943383333335
11.0,19,3,155.07800968333333
50.0,22,0,33.507269066666666
120.0,12,5,33.85692663333334
50.0,8,6,43.17020526666667
15.0,11,0,135.2906878
150.0,12,4,20.172980983333332
60.0,20,5,40.36505588333333
50.0,17,1,51.327372149999995
11.0,21,2,131.52807165
120.0,13,5,32.087119783333335
30.0,20,3,146.76432655
50.0,13,5,60.5669664
30.0,18,2,226.98101471666666
30.0,17,1,207.45640980000002
15.0,10,0,101.11043333333333
7.2,11,3,94.20070571666666
30.0,12,3,119.54133081666667
15.0,9,1,200.00058781666667
15.0,19,0,238.83565306666665
50.0,17,5,36.77584266666667
30.0,17,1,201.78209035
7.2,8,3,160.48076386666668
22.0,9,5,93.27777133333333
30.0,22,6,140.06288546666667
22.0,19,6,148.49212446666667
50.0,17,1,64.68512695
150.0,17,5,30.995824266666666
50.0,12,5,56.68007441666667
50.0,20,1,50.94776168333333
150.0,21,1,19.511036816666667
15.0,18,6,114.28278073333333
60.0,11,2,34.41798593333333
150.0,18,3,18.335069316666665
15.0,19,4,148.68574058333334
30.0,18,3,198.00102280000002
11.0,11,5,152.94680386666667
11.0,20,6,197.74335013333334
50.0,15,2,57.777435866666664
50.0,19,4,40.86846546666666
60.0,19,3,37.85640108333334
11.0,13,1,110.17392029999999
50.0,12,4,32.28944658333333
150.0,16,6,29.651126733333335
50.0,19,6,30.71402665
30.0,17,5,94.55125006666667
30.0,18,6,216.54020515
60.0,21,1,40.74919406666667
50.0,13,6,61.51122446666667
15.0,18,5,193.87847095
7.2,17,1,124.29676186666667
60.0,19,4,45.36050573333333
11.0,14,6,175.72378081666665
30.0,19,2,142.94120595
50.0,17,5,51.82586315
15.0,19,2,102.86250876666666
50.0,19,0,61.627806416666665
120.0,19,0,18.94263655
120.0,14,5,15.213557583333333
22.0,11,5,116.56608265
50.0,19,4,48.52667183333333
50.0,18,4,55.7405104
50.0,14,6,47.118061
50.0,13,1,30.573627783333333
150.0,20,4,28.681151366666665
50.0,12,0,51.32854906666667
11.0,20,3,237.79268538333332
11.0,18,5,180.98137071666667
150.0,17,6,16.837188116666667
120.0,20,4,22.750505316666665
60.0,17,4,39.1119647
11.0,19,6,140.08980208333332
15.0,9,5,152.62305451666668
30.0,14,0,164.61351539999998
50.0,18,5,42.99452975
60.0,20,1,56.067786250000005
50.0,11,1,35.44954135
60.0,19,6,44.99833581666667
11.0,19,1,126.20679595
7.2,12,4,101.5230976
120.0,17,0,23.44510466666667
15.0,12,4,129.88312771666668
150.0,6,0,15.858178116666666
50.0,12,4,41.951892199999996
50.0,20,6,36.71462893333333
50.0,13,0,39.47591728333334
60.0,15,3,31.436211533333335
50.0,12,2,55.91596381666667
60.0,9,2,45.28276013333333
50.0,17,4,43.33398265
120.0,13,1,33.319257533333335
15.0,17,1,91.31197385
120.0,18,2,33.86570685
120.0,21,2,19.541429716666666
30.0,13,0,201.65065696666667
50.0,22,4,36.87169851666667
22.0,16,2,217.58907466666668
50.0,18,1,35.36403896666666
50.0,20,1,35.77130493333333
30.0,12,2,182.15450138333333
22.0,18,6,125.26876285
22.0,9,2,141.76284656666667
15.0,17,5,198.11765846666668
60.0,13,0,44.256770466666666
50.0,18,5,63.34090378333334
30.0,12,1,204.76390503333332
7.2,21,4,210.6563003
30.0,12,4,148.09134020000002
7.2,12,2,153.84609113333332
50.0,11,6,38.10317826666667
150.0,18,2,16.64017756666667
50.0,12,6,59.96489928333333
30.0,17,3,198.64713153333332
50.0,11,5,56.91687473333333
22.0,12,2,99.44516610000001
30.0,12,4,174.60330108333335
150.0,9,0,26.749992433333333
22.0,21,1,230.19822406666665
50.0,17,2,30.266797816666667
50.0,12,2,41.050557033333334
150.0,20,3,25.780057683333332
120.0,11,5,29.461800466666666
11.0,8,0,116.35874505
50.0,17,1,49.33901638333334
60.0,20,2,63.195582683333335
60.0,13,2,31.42726006666667
50.0,13,2,42.89301278333333
22.0,9,2,221.78948028333335
7.2,13,1,93.98538931666667
30.0,12,5,176.2542308333333
150.0,20,0,21.749836249999998
30.0,11,1,166.3613725666667
30.0,17,4,145.58442375
60.0,19,1,33.13791391666667
60.0,8,2,34.120083316666665
50.0,17,6,58.16048416666667
50.0,12,5,59.74172385
15.0,18,5,138.20891736666667
60.0,13,5,62.30815195
7.2,12,4,202.55065175
60.0,20,5,33.789891616666665
30.0,18,3,192.22976133333336
7.2,17,5,191.8120686
50.0,19,2,31.1868862
30.0,8,3,182.33743076666667
30.0,19,5,220.16812805
50.0,18,1,49.11637308333333
30.0,17,5,232.74425318333334
60.0,20,4,40.277749650000004
11.0,13,4,168.55814971666666
50.0,9,6,53.42601656666667
60.0,19,4,32.42349015
22.0,17,4,145.32515118333333
50.0,13,6,42.2530697
50.0,13,2,50.38940503333333
22.0,13,4,163.36548386666666
50.0,18,4,54.77715276666667
22.0,20,0,117.69843068333333
60.0,12,3,39.701446499999996
50.0,12,2,31.464789166666666
15.0,10,5,176.46443263333333
50.0,18,3,41.43236293333334
50.0,18,0,41.18023081666667
22.0,8,0,159.26188145
60.0,17,4,33.55832556666667
60.0,18,4,58.34531166666667
30.0,19,0,100.19170561666667
50.0,18,2,43.37014078333333
50.0,18,0,48.91926173333333
120.0,8,2,15.610715716666666
120.0,11,0,30.292191
30.0,16,6,191.12886863333333
150.0,17,2,18.19614485
50.0,18,6,56.484101083333336
60.0,18,2,57.56942886666666
11.0,19,2,182.61099860000002
30.0,16,4,179.40098085
150.0,22,0,24.95006895
30.0,9,1,149.4735577333333
22.0,20,1,167.56042515
50.0,17,1,38.008264833333335
120.0,9,0,24.344481133333332
50.0,14,2,61.420873750000005
120.0,21,5,20.732114683333336
30.0,16,1,221.12001963333333
7.2,19,1,123.95762398333333
22.0,20,5,94.47007288333333
50.0,18,4,57.65369198333334
7.2,13,3,211.16442856666666
11.0,19,2,94.5952313
7.2,19,3,140.34216028333333
50.0,13,3,55.23521326666666
15.0,20,0,165.46480241666669
7.2,18,5,116.70003828333333
7.2,17,3,211.6092251
30.0,8,4,150.49225355
7.2,8,5,184.59329653333333
60.0,18,5,64.88734906666667
60.0,19,2,63.669262466666666
120.0,13,5,19.611992333333333
30.0,13,3,141.91622610000002
50.0,18,1,40.114161083333336
50.0,21,5,59.960401299999994
30.0,15,3,218.58147981666667
60.0,19,4,33.464113016666666
11.0,11,1,227.57517773333333
50.0,9,5,38.81867075
7.2,12,1,96.21432501666666
11.0,8,6,181.21776898333334
120.0,12,2,18.059433266666666
150.0,18,2,23.2187132
50.0,20,3,63.15321453333333
50.0,11,0,55.26109916666667
50.0,20,3,50.85805915
60.0,15,4,58.33576335
120.0,11,2,28.009736966666665
120.0,10,0,33.551431433333335
60.0,17,0,35.396114383333334
50.0,17,2,42.391358483333335
50.0,9,1,33.13741976666667
150.0,9,0,18.682648566666668
22.0,13,3,92.03280808333334
50.0,21,5,49.93514051666667
22.0,19,6,150.89751613333334
120.0,11,0,27.599305483333335
11.0,19,4,136.42642388333334
11.0,9,0,91.19355415
60.0,12,2,51.41953493333333
120.0,17,5,17.07222685
50.0,18,5,30.958503599999997
30.0,20,0,230.18232325
50.0,13,2,54.774624083333336
30.0,21,6,120.15627726666666
60.0,19,3,52.461422999999996
60.0,17,4,44.47555006666666
50.0,18,1,42.01347391666666
7.2,13,6,209.69066220000002
30.0,18,3,233.7171033
22.0,12,3,154.07080251666667
30.0,11,4,137.6619169
50.0,18,2,59.9438711
150.0,17,4,26.40034525
50.0,13,0,64.04030866666668
30.0,17,1,171.5957737
50.0,21,4,47.55605821666666
22.0,18,2,235.62246861666665
50.0,19,0,47.6108792
120.0,20,1,23.703106283333334
50.0,19,1,51.289190366666666
15.0,19,4,149.50614296666666
15.0,20,4,208.24541841666667
50.0,8,5,35.66984183333333
15.0,11,0,161.65301904999998
50.0,18,4,42.16943538333333
150.0,19,2,17.798862116666665
150.0,18,0,31.115553083333335
65.0,13,5,45.21782268333333
7.2,21,1,212.04489491666666
50.0,12,0,57.17676455
50.0,17,0,51.29525618333333
150.0,11,1,25.775411733333332
15.0,15,3,137.76253648333335
120.0,10,3,16.39357595
50.0,20,6,38.379307583333336
11.0,19,6,183.51777658333333
50.0,11,0,57.7986425
11.0,19,5,158.02691288333332
50.0,18,5,61.96005098333333
50.0,18,6,64.92407223333333
11.0,19,0,122.09773843333333
60.0,21,1,40.9545969
11.0,9,4,106.64390106666666
50.0,8,3,59.48995193333334
50.0,12,1,35.9755336
50.0,19,0,44.1282373
50.0,14,2,41.50987155
50.0,22,3,62.683658199999996
60.0,13,4,32.98070368333334
50.0,20,4,34.82818628333334
11.0,9,0,103.07848821666667
50.0,18,5,64.4263217
60.0,12,3,33.74748246666667
30.0,11,1,131.40929168333335
120.0,20,5,22.56807395
50.0,18,1,47.515497800000006
11.0,12,1,111.3416421
60.0,12,5,60.9619136
60.0,12,6,56.61584773333333
22.0,9,2,197.44770453333334
150.0,11,5,26.561283749999998
60.0,15,5,30.8254781
120.0,13,0,34.87250196666666
7.2,19,0,113.02624281666667
50.0,20,2,47.613920349999994
50.0,17,6,46.65607981666667
11.0,9,6,139.10578273333334
30.0,18,2,231.55394135
22.0,17,6,209.20701625
150.0,13,6,17.262649216666667
50.0,17,3,37.777303583333335
120.0,18,3,15.891897016666666
50.0,19,0,33.97327356666667
22.0,20,2,130.4198681
50.0,17,5,36.32840136666667
120.0,10,4,18.821037283333332
60.0,16,4,54.514419116666666
30.0,10,6,169.56072113333332
11.0,19,2,203.53994371666667
11.0,9,0,154.54628616666665
50.0,11,4,59.083370933333335
11.0,22,6,104.87126691666667
60.0,12,3,49.76211765
7.2,18,4,119.67899983333334
120.0,8,6,25.451005733333332
50.0,13,6,35.84280066666667
50.0,18,0,36.406273733333336
50.0,11,4,30.76675545
120.0,11,1,28.458078049999997
22.0,19,4,193.06318178333333
150.0,12,3,25.775543916666667
7.2,11,0,134.75157116666665
7.2,19,1,152.84225568333335
50.0,20,5,30.20543878333333
120.0,19,6,21.16677375
120.0,20,2,23.064643116666666
150.0,19,1,34.705334549999996
150.0,20,6,23.049018683333333
11.0,20,6,155.21681098333332
50.0,19,3,42.95075493333333
50.0,18,2,44.164646700000006
15.0,19,3,90.01281399999999
150.0,11,5,31.27886103333333
15.0,11,6,239.16915419999998
120.0,9,2,23.746587299999998
120.0,13,3,34.581630866666664
150.0,19,6,28.964478366666665
60.0,15,2,47.01566341666667
7.2,18,3,110.28834188333333
50.0,22,3,54.27200268333333
60.0,18,3,40.83589228333334
50.0,18,1,41.423904
50.0,9,1,51.2545626
50.0,16,5,49.79328435
50.0,19,2,36.61146046666667
150.0,13,6,30.772048433333335
50.0,13,2,52.05610741666667
120.0,8,6,20.24744301666667
7.2,17,0,111.43836783333333
120.0,19,3,18.862171149999998
50.0,20,4,38.939623983333334
60.0,13,2,55.63592148333333
22.0,18,4,128.50317171666669
60.0,9,1,31.69789708333333
7.2,18,6,193.69524041666668
60.0,11,1,46.40253406666667
22.0,20,5,153.04269449999998
50.0,9,0,35.235347866666665
60.0,13,1,51.969058450000006
50.0,12,1,35.86768931666666
50.0,20,0,56.84556293333333
50.0,18,5,51.49642001666667
120.0,17,2,15.894249583333334
50.0,18,1,60.8868051
120.0,14,3,33.20024083333333
60.0,13,4,40.49618881666667
15.0,11,4,131.01861193333335
60.0,17,0,44.5465642
50.0,10,2,33.2825571
30.0,17,5,181.85108278333334
50.0,18,2,61.87117378333333
120.0,12,4,25.276655583333334
15.0,18,0,150.98192256666667
50.0,12,5,44.310018166666666
50.0,20,3,38.960909349999994
7.2,12,0,211.53597278333334
50.0,20,5,33.682923466666665
50.0,19,1,50.73365763333334
11.0,11,0,104.42722606666666
15.0,10,3,149.73478383333335
7.2,20,6,152.04171706666665
60.0,11,3,53.30592431666666
50.0,20,0,35.268274616666666
30.0,17,6,228.11710499999998
50.0,11,5,51.26501941666667
60.0,20,6,63.803411483333335
65.0,20,5,64.66431026666666
11.0,21,0,233.35812846666667
50.0,15,5,41.43597546666667
50.0,18,6,52.38448098333333
60.0,8,2,31.27444275
50.0,18,5,47.25453683333333
11.0,18,2,189.5823222
60.0,11,5,54.830331466666664
50.0,16,6,58.3650557
50.0,12,5,58.67923496666666
11.0,19,6,197.33131361666668
60.0,18,6,51.5228561
50.0,18,4,49.14830643333333
50.0,15,5,48.82558983333333
50.0,20,1,43.57423366666667
50.0,19,6,50.22147111666666
11.0,18,2,110.77245608333332
50.0,17,3,53.82220036666667
50.0,17,5,31.715362533333334
120.0,9,5,26.9878793
30.0,14,6,185.83834978333334
7.2,18,4,157.62044565
15.0,20,2,161.47355996666664
50.0,11,0,39.368962583333335
30.0,17,1,91.14811011666667
150.0,19,5,18.869242266666667
22.0,14,1,182.2489897
50.0,11,2,32.42349803333333
50.0,5,4,62.34445101666667
50.0,12,3,33.02262433333333
11.0,18,0,213.11330951666665
11.0,15,1,208.33044828333334
11.0,13,2,177.6794323166667
50.0,11,2,46.09615835
22.0,19,6,112.84408856666667
15.0,17,2,156.21017875
150.0,20,5,27.51128123333333
7.2,16,3,185.2584512
50.0,13,0,47.99396683333334
30.0,14,4,122.76645950000001
30.0,17,1,216.68045123333334
50.0,19,4,60.04653733333334
60.0,18,1,64.18796983333333
120.0,8,0,32.389759983333335
50.0,7,2,34.99935348333334
11.0,20,3,109.87719328333333
11.0,20,5,192.49799071666666
50.0,20,4,53.8855625
50.0,9,3,57.26889928333333
150.0,12,2,18.381179483333334
22.0,12,3,207.08149915
50.0,17,3,36.51225358333333
50.0,18,1,52.9346866
50.0,12,2,40.96178041666667
22.0,11,6,99.66208916666666
150.0,18,6,21.3144766
120.0,17,5,22.047981983333333
120.0,12,6,22.780349433333335
50.0,14,3,39.74580805
60.0,12,4,42.530262500000006
60.0,17,4,33.766389833333335
120.0,18,1,31.187561766666665
60.0,17,0,53.007950316666665
11.0,20,2,117.18578958333333
7.2,13,0,146.78200544999999
50.0,13,2,39.414599816666666
60.0,20,1,57.935939733333335
50.0,9,5,57.9447282
150.0,13,4,20.564776849999998
11.0,13,6,154.17488576666668
50.0,12,2,35.16004095
15.0,14,6,201.41769166666666
50.0,9,5,41.699880066666665
50.0,20,2,59.788703133333335
50.0,11,4,32.4548853
50.0,18,2,46.154539549999996
120.0,17,3,16.095902966666667
30.0,12,1,170.59058403333333
50.0,18,5,58.23559065
120.0,9,5,17.5427055
11.0,12,1,118.47139618333334
60.0,18,1,41.943512033333334
11.0,22,1,115.57488268333333
50.0,11,2,51.548960816666664
150.0,18,1,24.0231037
60.0,11,1,38.31792471666667
50.0,21,2,38.60621581666667
50.0,13,0,48.505218666666664
50.0,10,0,30.64652358333333
50.0,17,6,61.056290383333334
50.0,19,4,31.317370216666667
30.0,16,5,220.5700502
50.0,17,6,35.360495300000004
7.2,10,4,202.25824400000002
11.0,17,2,161.38031006666668
120.0,18,1,32.3025787
50.0,18,6,43.77277681666667
11.0,10,4,115.14664073333333
50.0,20,2,46.15178198333333
7.2,18,3,228.50198193333333
50.0,16,0,37.934884499999995
30.0,14,3,152.26208348333333
50.0,11,1,64.18609978333333
50.0,18,0,63.292688649999995
120.0,13,2,24.663369566666667
50.0,11,5,46.35438625
120.0,20,2,26.591543466666668
50.0,20,5,47.62199508333333
50.0,17,2,30.417705533333333
22.0,19,5,158.03182858333332
15.0,20,5,141.04287913333334
50.0,18,2,40.73356975
50.0,14,2,44.27032648333333
50.0,13,3,36.033694350000005
50.0,20,6,41.3091545
7.2,15,0,204.01989496666664
120.0,17,4,31.22219971666667
30.0,12,0,112.0709365
120.0,17,1,33.170952916666664
120.0,20,2,26.309925533333335
22.0,20,3,108.7339426
30.0,20,6,160.47403126666669
150.0,20,5,20.404212766666667
50.0,19,1,55.12413456666666
50.0,10,1,50.13229973333333
11.0,13,1,186.73818123333334
60.0,18,0,60.279424866666666
50.0,21,1,35.50488861666667
7.2,18,6,218.37763923333333
120.0,19,3,27.63607228333333
120.0,17,4,18.796949333333334
50.0,19,1,48.4604778
7.2,15,5,196.78812501666667
11.0,11,5,143.14851301666667
50.0,8,2,59.38772421666667
50.0,11,6,30.461635750000003
60.0,13,2,45.83195703333333
120.0,12,2,17.295169516666665
50.0,17,6,40.50711955
11.0,11,6,111.45218688333333
15.0,9,4,131.23357213333333
15.0,18,3,228.16607255
11.0,11,6,150.90695818333333
22.0,16,5,100.77239898333333
50.0,22,2,38.16527305
50.0,18,6,63.653515983333335
60.0,9,4,51.313531616666666
15.0,9,4,144.09288311666666
30.0,12,5,101.06993751666667
11.0,8,3,129.35990801666668
15.0,22,1,181.1326046
60.0,18,2,62.76988443333333
50.0,18,2,57.36073233333333
150.0,17,1,34.02775861666667
15.0,20,2,133.7495467
50.0,11,0,49.06689985
50.0,10,4,48.821815750000006
50.0,20,1,60.4920036
30.0,8,5,214.52033165
11.0,15,4,135.62409956666667
120.0,12,3,31.046833083333336
50.0,8,6,45.72245336666666
50.0,13,2,30.271684049999998
60.0,12,4,37.71143453333333
30.0,19,1,131.5039528
30.0,18,5,196.59576713333334
150.0,17,0,18.866103633333335
50.0,19,0,54.882732000000004
22.0,12,6,174.54012045
150.0,13,5,20.133397933333335
50.0,14,3,59.23011403333333
30.0,14,0,101.08285585
30.0,20,6,208.39289498333335
60.0,20,0,45.39862491666667
50.0,10,2,34.7715799
50.0,18,1,36.097006400000005
150.0,18,3,16.164303166666667
60.0,20,6,54.61653228333333
50.0,18,1,44.156223866666664
60.0,20,0,33.094126116666665
30.0,18,2,106.39204781666668
150.0,17,0,20.293944500000002
30.0,18,5,172.14649885
11.0,17,6,131.6452378
120.0,11,5,26.087688183333334
22.0,11,2,142.8215875
150.0,8,0,17.79019655
60.0,18,0,56.412246833333334
50.0,10,6,44.2344964
50.0,19,1,58.35372948333334
50.0,9,0,59.449311216666665
7.2,11,3,233.83305291666665
50.0,18,6,58.65133198333333
